time,name,avg_value,sample_count
2025-09-26 15:25:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,100.0,3
2025-09-26 15:30:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,100.0,5
2025-09-26 15:35:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,100.0,5
2025-09-26 15:40:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,100.0,5
2025-09-26 15:45:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,100.0,5
2025-09-26 15:50:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,100.0,5
2025-09-26 15:55:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,100.0,5
2025-09-26 16:00:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,100.0,5
2025-09-26 16:05:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,36.11562995910644,5
2025-09-26 16:10:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,59.5303653717041,5
2025-09-26 16:15:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,52.784175634384155,5
2025-09-26 16:20:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,40.3130126953125,5
2025-09-26 16:25:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,55.307382583618164,5
2025-09-26 16:30:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,34.52839050292969,5
2025-09-26 16:35:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,24.696095657348632,5
2025-09-26 16:40:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,34.82362442016601,5
2025-09-26 16:45:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,33.133833694458005,5
2025-09-26 16:50:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,34.227040481567386,5
2025-09-26 16:55:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,61.276598358154295,5
2025-09-26 17:00:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,33.07398986816406,5
2025-09-26 17:05:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,74.0070686340332,5
2025-09-26 17:10:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,34.42783088684082,5
2025-09-26 17:15:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,35.248390197753906,5
2025-09-26 17:20:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,32.07243003845215,5
2025-09-26 17:25:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,34.13218765258789,5
2025-09-26 17:30:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,33.657828140258786,5
2025-09-26 17:35:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,30.369748687744142,5
2025-09-26 17:40:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,34.026655960083005,5
2025-09-26 17:45:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,31.946247100830078,5
2025-09-26 17:50:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,33.7235668182373,5
2025-09-26 17:55:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,31.87145233154297,5
2025-09-26 18:00:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,33.68575019836426,5
2025-09-26 18:05:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,32.9005687713623,5
2025-09-26 18:10:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,31.65468978881836,5
2025-09-26 18:15:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,32.915381622314456,5
2025-09-26 18:20:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,34.76444702148437,5
2025-09-26 18:25:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,33.51414566040039,5
2025-09-26 18:30:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,32.61428565979004,5
2025-09-26 18:35:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,30.962845611572266,5
2025-09-26 18:40:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,32.112923049926756,5
2025-09-26 18:45:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,33.969347381591795,5
2025-09-26 18:50:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,33.68718643188477,5
2025-09-26 18:55:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,34.335269927978516,5
2025-09-26 19:00:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,30.675177383422852,5
2025-09-26 19:05:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,34.47087783813477,5
2025-09-26 19:10:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,34.61281127929688,5
2025-09-26 19:15:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,33.439461135864256,5
2025-09-26 19:20:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,34.339419555664065,5
2025-09-26 19:25:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,33.28001861572265,5
2025-09-26 19:30:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,34.38229064941406,5
2025-09-26 19:35:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,34.34691390991211,5
2025-09-26 19:40:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,34.521375274658205,5
2025-09-26 19:45:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,32.675215530395505,5
2025-09-26 19:50:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,33.539401626586915,5
2025-09-26 19:55:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,33.977490234375,5
2025-09-26 20:00:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,6.294221496582031,5
2025-09-26 20:05:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,0.0,5
2025-09-26 20:10:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,0.0,5
2025-09-26 20:15:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,0.0,5
2025-09-26 20:20:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,0.0,5
2025-09-26 20:25:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,0.0,5
2025-09-26 20:30:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,0.0,5
2025-09-26 20:35:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,0.0,5
2025-09-26 20:40:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,0.0,5
2025-09-26 20:45:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,0.0,5
2025-09-26 20:50:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,0.0,5
2025-09-26 20:55:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,0.0,5
2025-09-26 21:00:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,0.0,5
2025-09-26 21:05:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,0.0,5
2025-09-26 21:10:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,0.0,5
2025-09-26 21:15:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,0.0,5
2025-09-26 21:20:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,0.0,5
2025-09-26 21:25:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,0.0,5
2025-09-26 21:30:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,0.0,5
2025-09-26 21:35:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,0.0,5
2025-09-26 21:40:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,0.0,5
2025-09-26 21:45:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,0.0,5
2025-09-26 21:50:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,0.0,5
2025-09-26 21:55:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,0.0,5
2025-09-26 22:00:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,0.0,5
2025-09-26 22:05:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,0.0,5
2025-09-26 22:10:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,0.0,5
2025-09-26 22:15:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,0.0,5
2025-09-26 22:20:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,0.0,5
2025-09-26 22:25:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,0.0,5
2025-09-26 22:30:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,0.0,5
2025-09-26 22:35:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,0.0,5
2025-09-26 22:40:00,NAEAZ-01/FCB-2.AHUAZ-1.OA-DPR,0.0,5
